restaurantLink;restaurant;category;locaition;date;starsValue;text;useful;funny;cool
/biz/chicago-the-musical-new-york-2;Chicago The Musical;Performing Arts;Theater District, New York;Feb 9, 2017;4;I talked my girlfriend into seeing Chicago with me when I learned it was starring Mel B after seeing her on the Real. We enjoyed the show. The cast was Amazing!!! So much talent. Our seats were good and we had a good time.;--;--;--
/biz/sushi-tokyo-lawrence;Sushi Tokyo;Sushi Bars,Kosher;Lawrence, NY;Feb 9, 2017;4;1st time trying sushi and I am hooked. My girlfriend is always talking about this place and finally we visited her home and we had her favorite sushi. We had the Crunchy Tempura Roll and Takoyaki, we were hooked. We can't wait to try it again.;--;--;--
/biz/il-fornetto-brooklyn-3;il Fornetto;Italian,Seafood,Cocktail Bars;Brooklyn, NY;Nov 20, 2016;5;We celebrated my sisters birthday at this restaurant. It was the first time for everyone one. We went all out. For drinks we had wine, champagne, shots, coffee and tea.  For appetizers we had the Calamari Fritti, Mozzarella in Carrozza and Long Island Oysters. Our Entrees were the Linguine Vongole, Pollo di Fave, Parmigiana, Penne Fornetto and Salmone. For Dessert we had Vanilla Ice Cream, Warm Chocolate Cake and Tiramisu. We were a party of seven and it was all under $400 Portions were perfect. Food was flavorful. Service was top notch. The atmosphere was relaxing and we just felt like a wonderful night out. I wouldn't change one moment. Everything was great especially the Tiramisu which was the Birthday girls favorite dessert along with myself. It just melted in your mouth. We have already planned on coming back for brunch with the wonderful view and date night for my husband and myself.;--;--;--
/biz/purity-products-plainview;Purity Products;Vitamins & Supplements;Plainview, NY;Nov 12, 2016;1;My mother tried this product and wasn't satisfied. We have been trying for almost 6 months to try and cancel these products and they keep charging her account. She is at the point of closing her account because she is on disability and they are constantly withdrawing from her account and causing an overdraft. DO NOT GIVE THIS COMPANY YOUR ACCOUNT INFORMATION. If you stood by your product you would have better customer service. I've advised her to call one of the networks to try and re-coop the money from this company.;27;1;--
/biz/pera-mediterranean-brasserie-new-york;Pera Mediterranean Brasserie;Turkish,Mediterranean,Middle Eastern;Midtown East, New York;Dec 5, 2023;4;'Tis the season for holiday parties and I have to say if you haven't thought about having it at Pera Mediterranean Brasserie you should. Pera whips up delicious authentic Eastern Mediterranean cuisine. Our company holiday dinner was perfect. The dining room was nicely decorated and the service was wonderful. We had a prefixed menu of items to choose from and everything was chef kiss delicious.  The Mediterranean trio dip served with crispy pita chips were a huge hit! Will definitely be back to try out their everyday menu.;12;1;9
/biz/sultan-cuisine-clifton-2;Sultan Cuisine;Middle Eastern;Clifton, NJ;Nov 10, 2023;4;I've only been to Sultan Cuisine once and it was such a fun time. On occasion in the upstairs lounge they bring in a DJ and belly dancer and let me tell you it's a vibe. The food was decent and the service was great. The biggest downside was parking, the night that I went parking it was impossible to find. We had to circle the block a bit before we found something. Once we got to the restaurant we found to they have valet (insert face palm emoji) we totally did not see it as we drove by time after time LOL. We were with a large group of people and everything we order came out family style so we were able to taste a decent mix of the menu. My favorite was the borek appetizer which I think is a must order, crunchy deliciousness on the outside creamy feta on the inside.;11;1;6
/biz/paisanos-restaurant-rutherford;Paisano's Restaurant;Italian;Rutherford, NJ;Aug 25, 2023;4;My mother and I visited on a summer afternoon, after roaming the streets for what felt like an hour trying to find parking. The ambiance was very nice. The tables actually have space between them, which you don't always get at restaurants. We didn't feel like we were on top of any other parties that were there and we had plenty of room to just have a comfortable meal without feeling crowded. The restaurant from the outside doesn't look so big, but once you step inside you'll see that the restaurant is broken out into two sections and has outdoor seating!  We each ordered a Ceasar Salad and Penne Vodka with breaded chicken cutlets and honestly couldn't get enough. Everything was delicious - to end the meal we ordered a cup of coffee and split a tartufo. The service was great! Everyone was super friendly and attentive to any and all questions, all of our food came out in a timely manner, and our waiter was very personable. We will definitely be back!;8;1;6
/biz/linwood-pizza-fort-lee;Linwood Pizza;Pizza,Salad,Italian;Fort Lee, NJ;Jun 10, 2023;4;When I used to live in the area - Linwood Pizza was one of my go to pizza shops! Located in Linwood Plaza next to Starbucks. If you go to Linwood Plaza for Hmart or CVS you'll find Linwood Pizza right in-between the two. If you're like me you may go to Hmart to do your weekly grocery shopping. Personally, after all that shopping I usually end up hungry or peckish. Which is where Linwood Pizza comes into play - a slice to fuel me up for the rest of the day? What could be better? Maybe some wings or mozzarella sticks for good measure LOL. They have tasty selections of specialty pies, pastas, and chicken wings. Service is friendly and fast.;8;2;9
/biz/cafe-archetypus-edgewater-2;Cafe Archetypus;Coffee & Tea,Burgers,Wraps;Edgewater, NJ;Apr 14, 2023;5;Cafe Archetypus is a tried and true spot for me. I've been visiting this cafe since I was a little one - it was the perfect place to grab a bite after hitting the movie theatre which used to be right across the street.  Over the years they've updated their menu a few times, but to be honest they always hit the spot ESPECIALLY if you're looking for dessert.  If you're not into dim lit restaurants, this place may not be for you. The cafe is relatively dark overall so if you try to use your phone's flashlight people will be staring at you. The aesthetic of this cafe is pretty unique - I've never seen anything like it especially in bergen county.  One thing to note is the service is friendly, but a bit slow. Oddly enough fits the vibe. You're not going to feel rushed here.;11;--;7
/biz/pa-de-thai-restaurant-edgewater;Pa De Thai Restaurant;Thai;Edgewater, NJ;Mar 18, 2023;5;It's Saturday afternoon and my friend asks me if I want to go on a double date later that evening to Pa De Thai Restaurant. Heck yeah I do - I've lived in the area most of my life and somehow I never stepped foot inside of it so of course my interest was peaked. First Impressions: 1) parking is super accessible it's near a free parking lot and if you're lucky you can grab a spot right out from. 2) it's BYOB (who doesn't love a BYOB spot?) 3) Staff was  super friendly Once we arrived, we were seated almost immediately - the restaurant was busy, but not full. To start we ordered the steamed veggie dumplings which were delicious and the fried vegetable spring rolls. Needless to say everyone was quiet as they munched on their apps - a true sign of satisfaction. As our main we ordered (2) of the chicken pad Thai, (1) of the chicken Pad Kee Moaw, and (1) chicken Pad See Ew. Everything came out very tasty. By the time dessert rolled around we were so full. A few tables over from us ordered the banana fritters and now it's all I can think about LOL which means I will be back very soon. The restaurant overall felt super cozy - the perfect place for a date night.;12;4;12
